website,agency,bureau,office,website_in_registry,website_agency_in_registry,website_bureau_in_registry,agency_matches,bureaus_match,agency_name_in_registry,bureau_name_in_registry
science.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
science.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
science.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
science.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sciencecareers.apps.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
science-data.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sciencediscoveryengine.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sciencetalks.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
scifli.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
scijinks.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,Jet Propulsion Lab Communications and Education Directorate,TRUE,FALSE,FALSE,FALSE
scool.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sdo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
seabass.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
seadas.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sealevel.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sealevel.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sealevel-nexus.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
search.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
searchpub.nssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
seawifs.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sec353ext.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
seec.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
seniorfellows.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sep.ccmc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sewp.nasa.gov,National Aeronautics and Space Administration,NASA Office of Procurement,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sfa.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
shapememory.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
shemesh.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
simplex.giss.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sites.wff.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
skyview.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sma.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sma.nasa.gov,National Aeronautics and Space Administration,NASA Office of Safety and Mission Assurance,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
smallsat.wff.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
smap.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
snow.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
so2.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
socialforms.nasa.gov,National Aeronautics and Space Administration,NASA Office of Communications,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
software.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
soho.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
solarscience.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
solarsystem.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
solc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
soma.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
soto.podaac.earthdatacloud.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
space.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
space-geodesy.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spacemath.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spaceplace.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spaceradiation.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spacescience.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spacesounds.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spdf.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spec.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
speclib.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spinoff.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
spsweb.fltops.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
srag.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
srag-msrem.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ssctdpub.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sscweb.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sscwebpub.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Stennis Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ssd.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ssed.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sservi.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ssfl.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
stab.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
stabserv.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
standards.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Engineer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
starchild.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
status.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
stemgateway.nasa.gov,National Aeronautics and Space Administration,NASA Office of STEM Engagement,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
stereo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
stereo-ssc.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sti.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
storm.pps.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
stp.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
strs.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
subset.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sunclimate.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
supplierportal.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
survey.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
svs.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
swehb.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
sw-eng.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
swift.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
swot.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tdglobal.ksc.nasa.gov,National Aeronautics and Space Administration,NASA Kennedy Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
technology.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
technology-api.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
techport.nasa.gov,National Aeronautics and Space Administration,NASA Space Technology Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
terra.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tes.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tetruss.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tfaws.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
three.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Space Operations Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
thunder.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
ti.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tmf.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
toastmasters.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tolnet.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tours.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
towerfts.csbf.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tpsx.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
trajbrowser.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
transitionmodeling.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
trek.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
trek.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
trmm-fc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tropicalcyclone.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tropo.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
tsc.jsc.nasa.gov,National Aeronautics and Space Administration,NASA Johnson Space Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
turbmodels.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
uars.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
uavsar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
umbra.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
uq.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
uqtools.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
urban.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
urs.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
usgeo.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Langley Research Center,TRUE,FALSE,FALSE,FALSE
vefi.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Goddard Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
vesl.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
vgm.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
viirsland.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
vis.globe.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Science Data Systems Branch,TRUE,FALSE,FALSE,FALSE
visibleearth.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
voyager.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
voyager.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
vso.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
vspu.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
vulcan-cfd.larc.nasa.gov,National Aeronautics and Space Administration,NASA Langley Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wallops-prf.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
weather.dfrc.nasa.gov,National Aeronautics and Space Administration,NASA Armstrong Flight Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
weather.ndc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
webb.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
webdisks.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
webtools.ccmc.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wetlands.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wfc3.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wgc.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wgc2.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wind.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
winvicar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
women.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Jet Propulsion Laboratory,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
worldview.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
worldwind.arc.nasa.gov,National Aeronautics and Space Administration,NASA Ames Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
